OBJECTID,TEHSIL,DISTRICT,STATE,VILLAGE,Shape_Leng,Shape_Area,REALTEHSIL
3738,BABAIN,KURUKSHETRA,HARYANA,SIMBALWAL,4443.23918675,1007110.53521,BABAIN
3739,BABAIN,KURUKSHETRA,HARYANA,MANGAULI RANGRAN,8173.46799277,2513825.54056,BABAIN
3740,BABAIN,KURUKSHETRA,HARYANA,SUNARIAN,11412.6866827,4282413.97341,BABAIN
3741,BABAIN,KURUKSHETRA,HARYANA,GUHAN,6499.52877903,2005156.19177,BABAIN
3742,BABAIN,KURUKSHETRA,HARYANA,KANDOLI,9744.87075416,3546294.05519,BABAIN
3743,BABAIN,KURUKSHETRA,HARYANA,GHISARPARI,7083.29833674,2596419.87802,BABAIN
3744,BABAIN,KURUKSHETRA,HARYANA,SUJRA,6870.99228186,2009745.61643,BABAIN
3745,BABAIN,KURUKSHETRA,HARYANA,HARIPURA,12552.9340007,4086818.55143,BABAIN
3746,BABAIN,KURUKSHETRA,HARYANA,BIR SUJRA,17073.8196316,2375721.88503,BABAIN
3747,BABAIN,KURUKSHETRA,HARYANA,ISHERHERI,11021.1323794,4904562.38668,BABAIN
3748,BABAIN,KURUKSHETRA,HARYANA,BERTHALA,8220.46625795,3695459.6955,BABAIN
3749,SHAHABAD,KURUKSHETRA,HARYANA,JANDHERI,9402.63566052,4474716.6439,SHAHABAD
3750,SHAHABAD,KURUKSHETRA,HARYANA,DEEG,12294.2076516,5860785.4284,SHAHABAD
3751,SHAHABAD,KURUKSHETRA,HARYANA,BAKANA,11935.8885098,8514696.33427,SHAHABAD
3752,SHAHABAD,KURUKSHETRA,HARYANA,CHARUNI JATTAN,10320.7673685,6365134.361589999,SHAHABAD
3753,SHAHABAD,KURUKSHETRA,HARYANA,TEORA,10643.2601876,6158548.797050001,SHAHABAD
3754,SHAHABAD,KURUKSHETRA,HARYANA,HABANA,7194.92262312,2473174.64977,SHAHABAD
3755,SHAHABAD,KURUKSHETRA,HARYANA,DHAKALA,7071.82174895,2646411.26991,SHAHABAD
3756,SHAHABAD,KURUKSHETRA,HARYANA,MOHANPUR,6717.9775589,2448531.65827,
3757,SHAHABAD,KURUKSHETRA,HARYANA,DOLA MAJRA,2325.41481426,245460.683778,SHAHABAD
3758,SHAHABAD,KURUKSHETRA,HARYANA,KISHANGARH,8010.33446246,2203446.66444,SHAHABAD
3759,SHAHABAD,KURUKSHETRA,HARYANA,MADANPUR,5570.75258064,1616903.26034,SHAHABAD
3760,SHAHABAD,KURUKSHETRA,HARYANA,GUMTI,6902.34971024,2534925.4508,SHAHABAD
3761,SHAHABAD,KURUKSHETRA,HARYANA,KALSANA,14085.6215618,8740126.16348,SHAHABAD
3762,SHAHABAD,KURUKSHETRA,HARYANA,CHHAPRA,4100.15307281,762151.687897,SHAHABAD
3763,SHAHABAD,KURUKSHETRA,HARYANA,SHAHJADPUR,8219.86888829,3909357.26272,SHAHABAD
3764,SHAHABAD,KURUKSHETRA,HARYANA,NAHAR MAJRA,5820.97744966,1203500.13789,SHAHABAD
3765,SHAHABAD,KURUKSHETRA,HARYANA,SULAKHNI,10002.7388638,4874870.16843,SHAHABAD
3766,SHAHABAD,KURUKSHETRA,HARYANA,KALIANA,7970.067558,3103628.04675,SHAHABAD
3767,SHAHABAD,KURUKSHETRA,HARYANA,DAU MAJRA,8591.47571875,2908084.91367,SHAHABAD
3768,SHAHABAD,KURUKSHETRA,HARYANA,GORIPUR,6359.71773166,1501199.28349,SHAHABAD
3769,SHAHABAD,KURUKSHETRA,HARYANA,KALSANI,6304.4844515,1943118.32339,SHAHABAD
3770,SHAHABAD,KURUKSHETRA,HARYANA,MAMU MAJRA,7052.2001283,1988748.8003,SHAHABAD
3771,SHAHABAD,KURUKSHETRA,HARYANA,FATEHGARH JHAROLI,9200.95636999,3649340.83531,SHAHABAD
3772,SHAHABAD,KURUKSHETRA,HARYANA,SURAKHPUR,5837.11913315,1573359.04059,SHAHABAD
3773,THANESAR,KURUKSHETRA,HARYANA,SALPANI KHURD,8117.73561338,2689638.96785,THANESAR
3774,THANESAR,KURUKSHETRA,HARYANA,UDARSI,9885.63814616,4891824.63279,THANESAR
3775,THANESAR,KURUKSHETRA,HARYANA,AJRANI,7323.17857862,2478396.2824,THANESAR
3776,THASNESAR,KURUKSHETRA,HARYANA,DHAURALA,13956.8308632,7871838.7539,THANESAR
3777,THANESAR,KURUKSHETRA,HARYANA,HINGA KHERI,8494.87922084,3939290.80069,THANESAR
3778,THANESAR,KURUKSHETRA,HARYANA,GHAMUR KHERA,7097.70233133,2646341.06486,THANESAR
3779,THANESAR,KURUKSHETRA,HARYANA,DAB KHERI,8164.19716535,4262810.8865,THANESAR
3780,THANESAR,KURUKSHETRA,HARYANA,HANSALA,9649.86520506,4707368.06659,THANESAR
3781,THANESAR,KURUKSHETRA,HARYANA,DARA KHURD,9330.23149477,2175031.93142,THANESAR
3782,THANESAR,KURUKSHETRA,HARYANA,BHAWANI KHERA,7037.34688658,2643463.1575,THANESAR
3783,THANESAR,KURUKSHETRA,HARYANA,BAHADURPURA,7260.44724498,2664008.65956,THANESAR
3784,PIPLI,KURUKSHETRA,HARYANA,SIRSALA,10641.5615876,7210681.05474,THANESAR
3785,PIPLI,KURUKSHETRA,HARYANA,ISHARGARH,9747.241369,4338558.30583,THANESAR
3786,PIPLI,KURUKSHETRA,HARYANA,KOLAPUR,7373.22973396,2504047.71365,THANESAR
3787,PIPLI,KURUKSHETRA,HARYANA,BOHLI,11324.7357161,4741963.00495,THANESAR
3788,THANESAR,KURUKSHETRA,HARYANA,BAHRI,8873.38856112,3506486.19899,THANESAR
3789,THANESAR,KURUKSHETRA,HARYANA,BIR AMIN,15297.3432691,7039007.861870001,THANESAR
3790,THANESAR,KURUKSHETRA,HARYANA,KHASPUR,6859.94315269,1766441.10032,THANESAR
3791,PIPLI,KURUKSHETRA,HARYANA,JIRBARI,8786.90699286,3067338.5951,THANESAR
3792,THANESAR,KURUKSHETRA,HARYANA,AMIN,21629.4871542,16114772.769,THANESAR
3793,PIPLI,KURUKSHETRA,HARYANA,UMRI,18708.7725431,14553230.6937,THANESAR
3794,PIPLI,KURUKSHETRA,HARYANA,SODHI,4911.8282846,1303647.67285,THANESAR
3795,PIPLI,KURUKSHETRA,HARYANA,JHINWARNERI(413),7155.3744795,2521870.52874,THANESAR
3796,PIPLI,KURUKSHETRA,HARYANA,BODHI,6738.48442162,1638501.59196,THANESAR
3797,PIPLI,KURUKSHETRA,HARYANA,KHERI GADIAN,8911.0157664,2080336.43136,THANESAR
3798,PIPLI,KURUKSHETRA,HARYANA,KARAHAMI,8769.59499669,2954711.90188,THANESAR
3799,LADWA,KURUKSHETRA,HARYANA,GADLI,10373.0758264,3155213.95463,LADWA
3800,LADWA,KURUKSHETRA,HARYANA,SALEMPUR,6149.05580414,2046430.95018,LADWA
3801,LADWA,KURUKSHETRA,HARYANA,BARAUT,7334.94729761,2673465.38066,LADWA
3802,LADWA,KURUKSHETRA,HARYANA,GOVIND GARH,6427.27444946,1848277.5676,LADWA
3803,LADWA,KURUKSHETRA,HARYANA,BARAUNDI,5863.78913754,1671677.89904,LADWA
3804,LADWA,KURUKSHETRA,HARYANA,BARAUNDA,6944.45000683,2776516.26361,LADWA
3805,LADWA,KURUKSHETRA,HARYANA,BHUT MAJRA,5742.42159834,1641136.01927,LADWA
3806,LADWA,KURUKSHETRA,HARYANA,MURAD NAGAR,7355.82704434,2428976.40523,LADWA
3807,LADWA,KURUKSHETRA,HARYANA,BADARPUR,7631.24766225,1830440.60612,LADWA
3808,LADWA,KURUKSHETRA,HARYANA,BANI,7761.47198302,2643582.26014,LADWA
3809,LADWA,KURUKSHETRA,HARYANA,CHHALAUNDI,11140.4290436,5241219.28312,LADWA
3810,LADWA,KURUKSHETRA,HARYANA,JANDHERA,8641.48584392,3120050.96939,LADWA
3811,LADWA,KURUKSHETRA,HARYANA,BARSHAMI,4368.38436525,1059112.23242,LADWA
3812,LADWA,KURUKSHETRA,HARYANA,SURA,4691.33398235,1056877.57692,LADWA
3813,LADWA,KURUKSHETRA,HARYANA,KHERI DABDALAN,9269.97638915,4072829.95825,LADWA
3814,LADWA,KURUKSHETRA,HARYANA,MEHRA,11327.8290916,6764608.1012,LADWA
3815,LADWA,KURUKSHETRA,HARYANA,GUDHA,13583.2601777,7394393.91723,LADWA
3816,LADWA,KURUKSHETRA,HARYANA,BIR BHARTAULI,6935.69552309,1121684.2131,LADWA
3817,LADWA,KURUKSHETRA,HARYANA,GAJLANA,10602.5498628,3964629.10195,LADWA
3818,BABAIN,KURUKSHETRA,HARYANA,BIR MANGAULI RANGAN,5808.83336574,1129327.66444,BABAIN
3819,BABAIN,KURUKSHETRA,HARYANA,LAKHMADI,9607.64799146,4859088.33036,BABAIN
3820,BABAIN,KURUKSHETRA,HARYANA,BUHAVI,10008.5537132,3907475.08835,BABAIN
3821,BABAIN,KURUKSHETRA,HARYANA,BUHAWA,8538.1394325,3416021.15619,SHAHABAD
3822,SHAHABAD,KURUKSHETRA,HARYANA,YARA,11595.386237,8188864.35448,SHAHABAD
3823,SHAHABAD,KURUKSHETRA,HARYANA,DHANGALI,8521.23478016,4242916.04792,SHAHABAD
3824,SHAHABAD,KURUKSHETRA,HARYANA,RAWA,12222.4907689,6610138.6742,SHAHABAD
3825,SHAHABAD,KURUKSHETRA,HARYANA,DAMLI,8495.15884375,2729958.17324,SHAHABAD
3826,SHAHABAD,KURUKSHETRA,HARYANA,TAGRA,2777.56970281,507108.466238,SHAHABAD
3827,SHAHABAD,KURUKSHETRA,HARYANA,LANDI,10770.5817735,4047517.54976,SHAHABAD
3828,SHAHABAD,KURUKSHETRA,HARYANA,MOHRI,7420.25581393,3427876.71214,SHAHABAD
3829,SHAHABAD,KURUKSHETRA,HARYANA,CHHORPUR,7386.69664056,2549205.64403,SHAHABAD
3830,SHAHABAD,KURUKSHETRA,HARYANA,SAMALKHI,9499.57491524,4765652.99122,SHAHABAD
3831,SHAHABAD,KURUKSHETRA,HARYANA,HALDAHERI,5446.48721024,1638271.85835,SHAHABAD
3832,SHAHABAD,KURUKSHETRA,HARYANA,SAIDPUR BARWALA,4681.7098851,1265064.79013,SHAHABAD
3833,SHAHABAD,KURUKSHETRA,HARYANA,BUKHAR MAJRA,5820.33737436,1736314.74521,SHAHABAD
3834,SHAHABAD,KURUKSHETRA,HARYANA,GOLPURA,6891.66383633,2854675.82033,SHAHABAD
3835,ISMAILABAD,KURUKSHETRA,HARYANA,THAROLI,7323.63767505,2854636.75437,SHAHABAD
3836,ISMAILABAD,KURUKSHETRA,HARYANA,THASKA ALI,9889.9178957,5540912.63903,SHAHABAD
3837,SHAHABAD,KURUKSHETRA,HARYANA,RAI MAJRA,7126.54734008,1775061.95298,SHAHABAD
3838,ISMAILABAD,KURUKSHETRA,HARYANA,SHEKHPUR CHAMUN,5974.97425929,1029524.2133,ISMAILABAD
3839,ISMAILABAD,KURUKSHETRA,HARYANA,FATEHGARH CHAMMU,7109.45479492,1670453.39385,ISMAILABAD
3840,ISMAILABAD,KURUKSHETRA,HARYANA,CHAMMU,12303.9398974,6320761.95162,ISMAILABAD
3841,LADWA,KURUKSHETRA,HARYANA,KHARKALI,12243.3873785,2827708.8879,LADWA
3842,LADWA,KURUKSHETRA,HARYANA,CHHAPRA,6099.74392594,2048470.09217,LADWA
3843,LADWA,KURUKSHETRA,HARYANA,BARTAULI,14404.5823886,6503559.85634,
3844,BABAIN,KURUKSHETRA,HARYANA,MANGAULI JATTAN,10163.9834349,4876296.001,BABAIN
3845,ISMAILABAD,KURUKSHETRA,HARYANA,THOL,24735.1846839,15231456.9433,ISMAILABAD
3846,THANESAR,KURUKSHETRA,HARYANA,GHARARSI,10996.5654249,6328598.38482,THANESAR
3847,THANESAR,KURUKSHETRA,HARYANA,PINDARSI,7504.31904966,3389690.18843,THANESAR
3848,PEHOWA,KURUKSHETRA,HARYANA,SARSA,20658.2231004,14780786.915500002,PEHOWA
3849,PEHOWA,KURUKSHETRA,HARYANA,RUAN,9734.91299211,6560905.00004,PEHOWA
3850,PEHOWA,KURUKSHETRA,HARYANA,BATHERI,10293.1850121,6939204.09002,PEHOWA
3851,PEHOWA,KURUKSHETRA,HARYANA,THEH MALBORA,13921.2831604,5764398.46158,PEHOWA
3852,PEHOWA,KURUKSHETRA,HARYANA,GUMTHALA GARHU,31172.430022,24826877.0376,PEHOWA
3853,PEHOWA,KURUKSHETRA,HARYANA,THANA,17187.4112707,17011199.5507,PEHOWA
3854,PEHOWA,KURUKSHETRA,HARYANA,MANGNA,11374.6227554,5678518.02586,PEHOWA
3855,PEHOWA,KURUKSHETRA,HARYANA,SEONSAR,16486.6774663,10547524.5032,PEHOWA
3856,PEHOWA,KURUKSHETRA,HARYANA,RAMGARH ROD,13447.5049641,10218747.245,PEHOWA
3857,PEHOWA,KURUKSHETRA,HARYANA,RATTANGARH URF KAKRALI,9847.1595515,5132822.27442,PEHOWA
3858,PEHOWA,KURUKSHETRA,HARYANA,KAKRALA GUJRAN,10618.9935125,4702932.68789,PEHOWA
3859,PEHOWA,KURUKSHETRA,HARYANA,DIWANA,16324.1080698,14257915.6212,PEHOWA
3860,PEHOWA,KURUKSHETRA,HARYANA,ADHOYA,14534.9666571,9629755.22233,PEHOWA
3861,SHAHABAD,KURUKSHETRA,HARYANA,SALEMPUR,6171.93393701,2237103.71009,SHAHABAD
3862,SHAHABAD,KURUKSHETRA,HARYANA,PADLU,9664.49216652,4669544.4782,SHAHABAD
3863,SHAHABAD,KURUKSHETRA,HARYANA,JHAMRA SHAHABAD,17288.0877105,13406086.3331,SHAHABAD
3864,SHAHABAD,KURUKSHETRA,HARYANA,RAVI,3494.19803324,752480.328417,SHAHABAD
3865,SHAHABAD,KURUKSHETRA,HARYANA,RAMNAGAR,15622.3292572,9091186.35995,SHAHABAD
3866,SHAHABAD,KURUKSHETRA,HARYANA,PATI BORIPUR,2971.77230415,507208.22391,SHAHABAD
3867,SHAHABAD,KURUKSHETRA,HARYANA,DADLU,5638.9193764,2100750.39992,SHAHABAD
3868,BABAIN,KURUKSHETRA,HARYANA,KALWA,9910.8883828,3119787.43453,
3869,LADWA,KURUKSHETRA,HARYANA,JOGI MAJRA,6882.38277775,1511792.92505,LADWA
3870,PEHOWA,KURUKSHETRA,HARYANA,BODHA,6595.13257623,1861988.41993,PEHOWA
3871,PEHOWA,KURUKSHETRA,HARYANA,TANGAULI,9894.15279972,2756083.28556,ISMAILABAD
3872,PEHOWA,KURUKSHETRA,HARYANA,HARIGARH,16759.5708299,13255096.983699998,
3873,PEHOWA,KURUKSHETRA,HARYANA,MANDHARAN,6137.193935,1550066.19378,
3874,ISMAILABAD,KURUKSHETRA,HARYANA,SHERGARH,4733.57686846,1283978.231,ISMAILABAD
3875,ISMAILABAD,KURUKSHETRA,HARYANA,THANDRAN,5096.37580653,1383431.5532,ISMAILABAD
3876,ISMAILABAD,KURUKSHETRA,HARYANA,ISMAILPUR,7534.44579532,1636496.93819,ISMAILABAD
3877,ISMAILABAD,KURUKSHETRA,HARYANA,ISMAILABAD,16650.3779878,11217670.8868,ISMAILABAD
3878,ISMAILABAD,KURUKSHETRA,HARYANA,KUMHAR MAJRA,5636.72227808,1496138.66962,ISMAILABAD
3879,BABAIN,KURUKSHETRA,HARYANA,KHAIRA,6377.17941837,2529973.74863,BABAIN
3880,BABAIN,KURUKSHETRA,HARYANA,TATKI,8308.47794789,2506067.58609,BABAIN
3881,BABAIN,KURUKSHETRA,HARYANA,KHAIRI,12098.9610865,6045955.21006,BABAIN
3882,SHAHABAD,KURUKSHETRA,HARYANA,FATEHGARH ATTRI,7159.47573995,1510274.4258,SHAHABAD
3883,SHAHABAD,KURUKSHETRA,HARYANA,KATHWA,10253.6351619,3240320.83121,SHAHABAD
3884,ISMAILABAD,KURUKSHETRA,HARYANA,AJRANA KHURD,12234.3737751,7803673.291389999,THANESAR
3885,ISMAILABAD,KURUKSHETRA,HARYANA,BHUSTHALA,10543.0187452,5058274.51933,ISMAILABAD
3886,ISMAILABAD,KURUKSHETRA,HARYANA,PIPLI MAJRA,8097.01551717,3364088.63077,ISMAILABAD
3887,ISMAILABAD,KURUKSHETRA,HARYANA,MEGHA MAJRA,7308.47286238,2339979.5529,PEHOWA
3888,ISMAILABAD,KURUKSHETRA,HARYANA,AZMATPUR,6738.34140111,1565451.17928,PEHOWA
3889,THANESAR,KURUKSHETRA,HARYANA,INDBARI,6466.26787813,2177678.76994,THANESAR
3890,PEHOWA,KURUKSHETRA,HARYANA,GARHI RORAN,8947.70579729,2441406.33224,PEHOWA
3891,THANESAR,KURUKSHETRA,HARYANA,SHAMASPUR,9771.35045425,3999564.25161,THANESAR
3892,THANESAR,KURUKSHETRA,HARYANA,RAMPURA,7152.68275219,1195871.19539,PEHOWA
3893,PEHOWA,KURUKSHETRA,HARYANA,SAILAN,10012.6457886,4852036.70705,
3894,THANESAR,KURUKSHETRA,HARYANA,KHANPUR RORAN,6494.58210784,2235828.43906,PEHOWA
3895,THANESAR,KURUKSHETRA,HARYANA,KAMODA,11779.54316,7438899.69288,PEHOWA
3896,THANESAR,KURUKSHETRA,HARYANA,BHAINSI MAJRA,12615.0895538,4632705.93837,PEHOWA
